Time,X,Y,Z,A,B,C,S,T
12.444,877.212646,326.373199,494.147461,-122.273979,0.018928,176.277756,2,11
12.456,879.904968,334.289459,494.298615,-123.0755,0.01936,176.273132,2,11
12.468,882.548889,342.063477,494.447021,-123.862625,0.01978,176.268585,2,11
12.48,885.14447,349.69519,494.592682,-124.635353,0.020188,176.26413,2,11
12.492,887.69165,357.184631,494.735596,-125.393677,0.020583,176.25975,2,11
12.504,890.190552,364.53183,494.875763,-126.137604,0.020967,176.255432,2,11
12.516,892.641052,371.736725,495.013184,-126.867126,0.021339,176.251205,2,11
12.528,895.043213,378.799347,495.147888,-127.582253,0.0217,176.247055,2,11
12.54,897.397034,385.719666,495.279846,-128.28299,0.022049,176.242996,2,11
12.552,899.702515,392.497742,495.409088,-128.969315,0.022386,176.238998,2,11
12.564,901.959595,399.133545,495.535583,-129.641235,0.022713,176.235092,2,11
12.576,904.168335,405.627075,495.659363,-130.298767,0.023028,176.231262,2,11
12.588,906.328674,411.978333,495.780426,-130.941895,0.023333,176.227509,2,11
12.6,908.440735,418.187347,495.898743,-131.570618,0.023628,176.223846,2,11
12.612,910.504333,424.254089,496.014343,-132.184952,0.023911,176.220261,2,11
12.624,912.519653,430.178558,496.127228,-132.784882,0.024185,176.216766,2,11
12.636,914.486572,435.960785,496.237396,-133.370407,0.024449,176.213348,2,11
12.648,916.40509,441.600739,496.344849,-133.941544,0.024703,176.210007,2,11
12.66,918.275269,447.09848,496.449585,-134.498276,0.024948,176.206757,2,11
12.672,920.097107,452.453949,496.551605,-135.040604,0.025183,176.203583,2,11
12.684,921.870544,457.667145,496.650879,-135.568542,0.02541,176.200485,2,11
12.696,923.595642,462.738129,496.747467,-136.082077,0.025627,176.197479,2,11
12.708,925.272339,467.66687,496.841339,-136.581207,0.025837,176.19455,2,11
12.72,926.900696,472.4534,496.932495,-137.065933,0.026037,176.191711,2,11
12.732,928.480652,477.097656,497.020935,-137.53627,0.02623,176.188965,2,11
12.744,930.012268,481.599701,497.106659,-137.992218,0.026414,176.186279,2,11
12.756,931.495483,485.959534,497.189667,-138.433746,0.026591,176.183701,2,11
12.768,932.930298,490.177124,497.269989,-138.860886,0.02676,176.181183,2,11
12.78,934.316833,494.252533,497.347595,-139.273621,0.026921,176.178772,2,11
12.792,935.654907,498.185699,497.422455,-139.671967,0.027076,176.176437,2,11
12.804,936.944641,501.976624,497.494629,-140.055893,0.027223,176.174179,2,11
12.816,938.186035,505.625366,497.564117,-140.42543,0.027363,176.172012,2,11
12.828,939.379028,509.131927,497.630859,-140.780579,0.027497,176.169922,2,11
12.84,940.523621,512.496277,497.694916,-141.121323,0.027624,176.167923,2,11
12.852,941.619873,515.718384,497.756256,-141.447662,0.027745,176.166,2,11
12.864,942.667786,518.79834,497.81488,-141.759598,0.027859,176.164169,2,11
12.876,943.667236,521.736023,497.870789,-142.057144,0.027967,176.16243,2,11
12.888,944.618408,524.531616,497.924011,-142.340286,0.028069,176.160767,2,11
12.9,945.521118,527.184937,497.974518,-142.609024,0.028166,176.15918,2,11
12.912,946.375549,529.696106,498.022308,-142.863358,0.028256,176.157684,2,11
12.924,947.181519,532.065125,498.067413,-143.103302,0.028341,176.156281,2,11
12.936,947.939209,534.29187,498.109802,-143.328842,0.02842,176.154953,2,11
12.948,948.648438,536.376526,498.149475,-143.539993,0.028494,176.153717,2,11
12.96,949.309326,538.31897,498.186432,-143.73674,0.028562,176.152557,2,11
12.972,949.921875,540.119202,498.220703,-143.919083,0.028625,176.151489,2,11
12.984,950.486023,541.777283,498.252258,-144.087021,0.028683,176.150497,2,11
12.996,951.00177,543.293213,498.281097,-144.24057,0.028735,176.149597,2,11
13.008,951.469177,544.666931,498.307251,-144.379715,0.028783,176.148773,2,11
13.02,951.888245,545.898499,498.330688,-144.504456,0.028825,176.148041,2,11
13.032,952.258911,546.987915,498.35141,-144.614792,0.028863,176.1474,2,11
13.044,952.581177,547.93512,498.369446,-144.710739,0.028895,176.146835,2,11
13.056,952.855103,548.740234,498.384766,-144.792282,0.028922,176.146347,2,11
13.068,953.080627,549.403137,498.3974,-144.859436,0.028945,176.14595,2,11
13.08,953.258179,549.924866,498.407318,-144.912277,0.028963,176.145645,2,11
13.092,953.392395,550.319275,498.414825,-144.95224,0.028976,176.145416,2,11
13.104,953.48938,550.604187,498.420258,-144.981094,0.028986,176.145248,2,11
13.116,953.555176,550.797363,498.42395,-145.000656,0.028993,176.145126,2,11
13.128,953.595825,550.916565,498.426239,-145.012741,0.028997,176.14505,2,11
13.14,953.61731,550.979553,498.42746,-145.019119,0.028999,176.14502,2,11
13.152,953.625671,551.004089,498.427948,-145.021606,0.029,176.145004,2,11
13.164,953.627014,551.007996,498.428009,-145.022003,0.029,176.145004,2,11
13.176,953.627014,551.007996,498.428009,-145.022003,0.029,176.145004,2,11
13.188,953.627014,551.007996,498.428009,-145.022003,0.029,176.145004,2,11
13.2,953.627014,551.007996,498.428009,-145.022003,0.029,176.145004,2,11
13.212,953.627014,551.007996,498.428009,-145.022003,0.029,176.145004,2,11
13.224,953.627014,551.007996,498.428009,-145.022003,0.029,176.145004,2,11
13.236,953.627014,551.007996,498.428009,-145.022003,0.029,176.145004,2,11
13.248,953.645752,550.999451,498.42984,-145.022644,0.028553,176.144211,2,11
13.26,953.720825,550.965271,498.437134,-145.025208,0.026764,176.141068,2,11
13.272,953.889771,550.888428,498.453583,-145.030975,0.022736,176.134003,2,11
13.284,954.190063,550.751953,498.482849,-145.041229,0.015569,176.121429,2,11
13.296,954.659424,550.538757,498.528534,-145.057281,0.004359,176.101822,2,11
13.308,955.335327,550.232056,498.59436,-145.080399,-0.011796,176.073608,2,11
13.32,956.255371,549.814697,498.683929,-145.111862,-0.033797,176.035233,2,11
13.332,957.457092,549.269714,498.800934,-145.152985,-0.062538,175.985138,2,11
13.344,958.95929,548.588501,498.947205,-145.204376,-0.098462,175.922531,2,11
13.356,960.761963,547.771057,499.122742,-145.266052,-0.141568,175.847458,2,11
13.368,962.865051,546.817444,499.327515,-145.337997,-0.191854,175.759918,2,11
13.38,965.268616,545.7276,499.561615,-145.420227,-0.249318,175.659958,2,11
13.392,967.972656,544.501587,499.824951,-145.512726,-0.313958,175.547577,2,11
13.404,970.977173,543.139465,500.117615,-145.615524,-0.385771,175.422806,2,11
13.416,974.282227,541.641174,500.439545,-145.728577,-0.464753,175.285706,2,11
13.428,977.887817,540.006775,500.790802,-145.851929,-0.550903,175.136307,2,11
13.44,981.793945,538.236328,501.171387,-145.98555,-0.644214,174.97464,2,11
13.452,986.00061,536.329773,501.581299,-146.129456,-0.744684,174.800751,2,11
13.464,990.507935,534.28717,502.020538,-146.283646,-0.852307,174.614685,2,11
13.476,995.315857,532.108582,502.489166,-146.448135,-0.967078,174.416519,2,11
13.488,1000.424438,529.793945,502.987152,-146.622894,-1.088992,174.206299,2,11
13.5,1005.83374,527.343384,503.514557,-146.807953,-1.218041,173.98407,2,11
13.512,1011.543823,524.756897,504.07135,-147.003311,-1.354218,173.749893,2,11
13.524,1017.554688,522.034485,504.657562,-147.208984,-1.497516,173.503876,2,11
13.536,1023.866394,519.176147,505.273224,-147.424957,-1.647927,173.246048,2,11
13.548,1030.479126,516.182007,505.918335,-147.651245,-1.805441,172.976501,2,11
13.56,1037.392822,513.051941,506.592957,-147.887863,-1.970048,172.695313,2,11
13.572,1044.607666,509.786072,507.297058,-148.134811,-2.141738,172.402573,2,11
13.584,1052.096069,506.395721,508.027954,-148.391144,-2.319822,172.099396,2,11
13.596,1059.782715,502.911987,508.778137,-148.654175,-2.502445,171.788742,2,11
13.608,1067.591309,499.367004,509.540009,-148.921249,-2.687765,171.473587,2,11
13.62,1075.445923,495.793762,510.306061,-149.189758,-2.873978,171.156982,2,11
13.632,1083.271362,492.226074,511.068878,-149.457108,-3.059314,170.841965,2,11
13.644,1090.992432,488.698853,511.821106,-149.72081,-3.242037,170.531616,2,11
13.656,1098.53479,485.247894,512.555542,-149.978363,-3.420435,170.229004,2,11
13.668,1105.824707,481.909851,513.265198,-150.227341,-3.592817,169.93721,2,11
13.68,1112.815063,478.708466,513.945557,-150.466187,-3.758101,169.658157,2,11
13.692,1119.504883,475.644257,514.596558,-150.69487,-3.916266,169.391769,2,11
13.704,1125.894409,472.717194,515.218201,-150.913376,-4.067314,169.137985,2,11
13.716,1131.983643,469.927338,515.810547,-151.121719,-4.211244,168.896683,2,11
13.728,1137.772461,467.27475,516.373596,-151.319855,-4.348059,168.667801,2,11
13.74,1143.261108,464.75943,516.907349,-151.507797,-4.477759,168.451248,2,11
13.752,1148.449585,462.381409,517.411865,-151.685516,-4.600349,168.246933,2,11
13.764,1153.337769,460.140717,517.887146,-151.853027,-4.71583,168.054825,2,11
13.776,1157.925903,458.037354,518.333191,-152.010315,-4.824206,167.874817,2,11
13.788,1162.213989,456.071381,518.75,-152.157364,-4.925479,167.706863,2,11
13.8,1166.201904,454.242767,519.137634,-152.294174,-5.019654,167.550903,2,11
13.812,1169.889893,452.551575,519.496033,-152.420731,-5.106733,167.406891,2,11
13.824,1173.277954,450.997772,519.825256,-152.537033,-5.18672,167.274765,2,11
13.836,1176.366211,449.58139,520.125366,-152.643066,-5.259618,167.15448,2,11
13.848,1179.154419,448.30246,520.396301,-152.738815,-5.325431,167.04599,2,11
13.86,1181.642944,447.16095,520.638062,-152.82431,-5.38416,166.949265,2,11
13.872,1183.831665,446.156921,520.850708,-152.899506,-5.43581,166.864258,2,11
13.884,1185.720581,445.290375,521.03418,-152.964417,-5.480381,166.790955,2,11
13.896,1187.309692,444.561279,521.188599,-153.019043,-5.517879,166.729324,2,11
13.908,1188.599121,443.969635,521.313843,-153.06337,-5.548302,166.679352,2,11
13.92,1189.598145,443.511383,521.410889,-153.097702,-5.571868,166.640656,2,11
13.932,1190.342285,443.170197,521.483154,-153.123306,-5.589425,166.611832,2,11
13.944,1190.869263,442.928864,521.534424,-153.141434,-5.601853,166.591446,2,11
13.956,1191.216309,442.770142,521.568176,-153.153366,-5.610039,166.578033,2,11
13.968,1191.420898,442.676697,521.588074,-153.160416,-5.614863,166.570145,2,11
13.98,1191.520386,442.631287,521.597717,-153.163834,-5.617208,166.566299,2,11
13.992,1191.552246,442.616791,521.60083,-153.164932,-5.617959,166.565063,2,11
14.004,1191.553955,442.615997,521.601013,-153.164993,-5.618,166.565002,2,11
14.016,1191.553955,442.615997,521.601013,-153.164993,-5.618,166.565002,2,11
14.028,1191.553955,442.615997,521.601013,-153.164993,-5.618,166.565002,2,11
14.04,1191.553955,442.615997,521.601013,-153.164993,-5.618,166.565002,2,11
14.052,1191.553955,442.615997,521.601013,-153.164993,-5.618,166.565002,2,11
14.064,1191.553955,442.615997,521.601013,-153.164993,-5.618,166.565002,2,11
14.076,1191.553955,442.615997,521.601013,-153.164993,-5.618,166.565002,2,11
14.088,1191.546265,442.613068,521.60199,-153.164093,-5.618037,166.565125,2,11
14.1,1191.515259,442.601318,521.605774,-153.160477,-5.618186,166.565598,2,11
14.112,1191.445557,442.57486,521.61438,-153.152344,-5.618518,166.566681,2,11
14.124,1191.321777,442.527802,521.6297,-153.137894,-5.619109,166.568604,2,11
14.136,1191.12854,442.454132,521.653564,-153.115295,-5.620028,166.571594,2,11
14.148,1190.85022,442.34787,521.687927,-153.082779,-5.621348,166.575912,2,11
14.16,1190.471436,442.202942,521.734558,-153.038513,-5.623139,166.581802,2,11
14.172,1189.977051,442.013153,521.795349,-152.980698,-5.625473,166.589478,2,11
14.184,1189.359253,441.775208,521.871155,-152.908417,-5.628381,166.599075,2,11
14.196,1188.618286,441.488617,521.961792,-152.821701,-5.631859,166.61058,2,11
14.208,1187.754272,441.15274,522.067139,-152.720505,-5.635901,166.624008,2,11
14.22,1186.767578,440.766998,522.186951,-152.604874,-5.6405,166.639328,2,11
14.232,1185.658447,440.330536,522.320984,-152.474777,-5.645645,166.65657,2,11
14.244,1184.427246,439.842529,522.469055,-152.330215,-5.651328,166.675705,2,11
14.256,1183.074097,439.302002,522.630859,-152.171204,-5.657539,166.696747,2,11
14.268,1181.599731,438.707916,522.80603,-151.997726,-5.664264,166.719666,2,11
14.28,1180.004395,438.059082,522.994263,-151.809784,-5.671493,166.744476,2,11
14.292,1178.288452,437.354279,523.195251,-151.607391,-5.679209,166.771164,2,11
14.304,1176.452759,436.592194,523.408508,-151.390533,-5.687398,166.799744,2,11
14.316,1174.497681,435.771362,523.633606,-151.15921,-5.696044,166.830185,2,11
14.328,1172.423828,434.890259,523.870117,-150.913422,-5.705129,166.862488,2,11
14.34,1170.231934,433.947327,524.117554,-150.653168,-5.714635,166.896637,2,11
14.352,1167.922729,432.940826,524.375427,-150.378448,-5.724543,166.932648,2,11
14.364,1165.49707,431.869019,524.643127,-150.089264,-5.73483,166.970505,2,11
14.376,1162.955688,430.72998,524.920044,-149.785599,-5.745476,167.010193,2,11
14.388,1160.299561,429.521759,525.205688,-149.467468,-5.756456,167.051712,2,11
14.4,1157.529541,428.242371,525.499268,-149.134857,-5.767748,167.095047,2,11
14.412,1154.646851,426.889648,525.800232,-148.787781,-5.779324,167.140198,2,11
14.424,1151.652466,425.461426,526.107788,-148.426224,-5.791159,167.187149,2,11
14.436,1148.547607,423.955383,526.421265,-148.050186,-5.803225,167.235901,2,11
14.448,1145.333496,422.369202,526.739868,-147.659668,-5.815491,167.286453,2,11
14.46,1142.011475,420.700409,527.062805,-147.254669,-5.827929,167.338776,2,11
14.472,1138.582886,418.946564,527.389221,-146.835205,-5.840506,167.392868,2,11
14.484,1135.049316,417.105042,527.718201,-146.401245,-5.853189,167.448746,2,11
14.496,1131.412354,415.173218,528.04895,-145.952789,-5.865945,167.506363,2,11
14.508,1127.673706,413.148376,528.380432,-145.489868,-5.878738,167.56575,2,11
14.52,1123.834961,411.027771,528.711792,-145.012436,-5.891532,167.626877,2,11
14.532,1119.898071,408.808563,529.041931,-144.520538,-5.904288,167.689728,2,11
14.544,1115.865112,406.487854,529.369812,-144.01413,-5.916968,167.754333,2,11
14.556,1111.738037,404.062714,529.694458,-143.49324,-5.929532,167.820648,2,11
14.568,1107.519165,401.530151,530.014709,-142.957855,-5.941937,167.888702,2,11
14.58,1103.210571,398.887115,530.329407,-142.407974,-5.954141,167.958466,2,11
14.592,1098.814819,396.130554,530.63739,-141.843597,-5.9661,168.029938,2,11
14.604,1094.334351,393.257324,530.9375,-141.26474,-5.977768,168.103119,2,11
14.616,1089.771973,390.264282,531.228516,-140.671371,-5.989099,168.178009,2,11
14.628,1085.130371,387.148254,531.509033,-140.063507,-6.000043,168.254608,2,11
14.64,1080.412476,383.906006,531.777954,-139.441147,-6.010554,168.332901,2,11
14.652,1075.621338,380.534302,532.033752,-138.804291,-6.02058,168.412888,2,11
14.664,1070.760132,377.029907,532.275146,-138.152939,-6.030068,168.494583,2,11
14.676,1065.832397,373.389587,532.500793,-137.487091,-6.038968,168.577988,2,11
14.688,1060.841309,369.610016,532.709106,-136.806747,-6.047223,168.663086,2,11
14.7,1055.790771,365.687988,532.898743,-136.111908,-6.054779,168.749893,2,11
14.712,1050.684326,361.620209,533.068237,-135.402573,-6.061579,168.838425,2,11
14.724,1045.526245,357.403473,533.215881,-134.678741,-6.067565,168.928665,2,11
14.736,1040.320435,353.034515,533.340332,-133.940414,-6.072679,169.020645,2,11
14.748,1035.071167,348.510162,533.439819,-133.187607,-6.07686,169.114334,2,11
14.76,1029.783081,343.827209,533.512878,-132.420303,-6.080048,169.209793,2,11
14.772,1024.460571,338.982574,533.5578,-131.638519,-6.08218,169.306992,2,11
14.784,1019.108582,333.973175,533.572876,-130.842255,-6.083191,169.40596,2,11
14.796,1013.732056,328.795959,533.556458,-130.031494,-6.08302,169.506729,2,11
14.808,1008.336243,323.447968,533.506836,-129.206268,-6.0816,169.609283,2,11
14.82,1002.926331,317.926361,533.422241,-128.366577,-6.078864,169.713669,2,11
14.832,997.507996,312.228333,533.300903,-127.512405,-6.074746,169.819885,2,11
14.844,992.086853,306.351105,533.141052,-126.643768,-6.069177,169.927963,2,11
14.856,986.668884,300.292145,532.940918,-125.760681,-6.062089,170.037918,2,11
14.868,981.260193,294.04892,532.698608,-124.863129,-6.053412,170.149811,2,11
14.88,975.867004,287.619049,532.412292,-123.951134,-6.043076,170.263626,2,11
14.892,970.49585,281.000275,532.0802,-123.024696,-6.031009,170.379425,2,11
14.904,965.153381,274.190491,531.700378,-122.083824,-6.017141,170.497223,2,11
14.916,959.846497,267.187775,531.270996,-121.128525,-6.001399,170.617065,2,11
14.928,954.582275,259.990265,530.790222,-120.158798,-5.98371,170.738983,2,11
14.94,949.36792,252.59642,530.256042,-119.17466,-5.964003,170.863022,2,11
14.952,944.210938,245.004761,529.666748,-118.176117,-5.942203,170.989227,2,11
14.964,939.118958,237.21405,529.020325,-117.163185,-5.918236,171.117645,2,11
14.976,934.099731,229.223282,528.314941,-116.135857,-5.89203,171.248322,2,11
14.988,929.161377,221.031662,527.548767,-115.094154,-5.863512,171.381317,2,11
15,924.312012,212.638611,526.71991,-114.038086,-5.832606,171.516663,2,11
15.012,919.559998,204.043823,525.826538,-112.967659,-5.79924,171.654434,2,11
15.024,914.914001,195.247223,524.866821,-111.882881,-5.76334,171.794693,2,3
15.036,910.382568,186.249054,523.838989,-110.783775,-5.724833,171.9375,2,3
15.048,905.974731,177.049957,522.741333,-109.670357,-5.683648,172.082916,2,3
15.06,901.705444,167.669876,521.574646,-108.544762,-5.639859,172.230682,2,3
15.072,897.59259,158.142334,520.342102,-107.410576,-5.593647,172.380371,2,3
15.084,893.652527,148.501419,519.047424,-106.2714,-5.545196,172.531509,2,3
15.096,889.899902,138.781647,517.69519,-105.130852,-5.49469,172.68367,2,3
15.108,886.348022,129.017792,516.290405,-103.992538,-5.442314,172.836426,2,3
15.12,883.008545,119.244934,514.838684,-102.860115,-5.388249,172.989365,2,3
15.132,879.891479,109.498299,513.346252,-101.737221,-5.332674,173.142044,2,3
15.144,877.005249,99.813141,511.81958,-100.627495,-5.275762,173.294037,2,3
15.156,874.34906,90.207336,510.263123,-99.532417,-5.217642,173.445175,2,3
15.168,871.916321,80.686485,508.679443,-98.451981,-5.158415,173.595459,2,3
15.18,869.700562,71.255875,507.071075,-97.386192,-5.098176,173.744858,2,3
15.192,867.695068,61.920486,505.440552,-96.335037,-5.03702,173.893387,2,3
15.204,865.893372,52.685009,503.790192,-95.298515,-4.975039,174.041016,2,3
15.216,864.288696,43.553837,502.122437,-94.276627,-4.912325,174.187714,2,3
15.228,862.87439,34.531082,500.439484,-93.269363,-4.848965,174.333496,2,3
15.24,861.64386,25.620596,498.743622,-92.276718,-4.785045,174.478317,2,3
15.252,860.590332,16.825951,497.036987,-91.298683,-4.720651,174.622177,2,3
15.264,859.707336,8.150466,495.321655,-90.335266,-4.655864,174.76503,2,3
15.276,858.988098,-0.402782,493.59967,-89.386444,-4.590765,174.906845,2,3
15.288,858.426147,-8.830961,491.872986,-88.452225,-4.525431,175.047623,2,3
15.3,858.014832,-17.131472,490.143524,-87.532593,-4.459939,175.187317,2,3
15.312,857.747803,-25.301933,488.413116,-86.627548,-4.394362,175.325882,2,3
15.324,857.61853,-33.340183,486.683502,-85.737076,-4.328773,175.463318,2,2
15.336,857.620667,-41.244267,484.956451,-84.861183,-4.263239,175.599564,2,2
15.348,857.747925,-49.012421,483.233612,-83.999847,-4.197829,175.734589,2,2
15.36,857.994019,-56.643085,481.516571,-83.153069,-4.132608,175.868362,2,2
15.372,858.352783,-64.134872,479.806854,-82.320847,-4.067637,176.000839,2,2
15.384,858.818176,-71.486565,478.106018,-81.503166,-4.002979,176.131989,2,2
15.396,859.384216,-78.697121,476.415466,-80.70002,-3.938689,176.26178,2,2
15.408,860.044922,-85.765663,474.736542,-79.9114,-3.874826,176.390152,2,2
15.42,860.794556,-92.691444,473.070648,-79.137306,-3.811442,176.517075,2,2
15.432,861.62738,-99.473892,471.419006,-78.377724,-3.748588,176.642502,2,2
15.444,862.537781,-106.112534,469.782898,-77.632652,-3.686315,176.766403,2,2
15.456,863.520264,-112.607063,468.163452,-76.902077,-3.624668,176.888733,2,2
15.468,864.569397,-118.957268,466.561859,-76.185997,-3.563694,177.009445,2,2
15.48,865.679871,-125.163063,464.979156,-75.484406,-3.503435,177.128494,2,2
15.492,866.846497,-131.224487,463.416443,-74.797287,-3.443931,177.24585,2,2
15.504,868.06427,-137.141647,461.874695,-74.124641,-3.385222,177.361465,2,2
15.516,869.328125,-142.914764,460.354858,-73.466454,-3.327344,177.475296,2,2
15.528,870.633301,-148.544174,458.85788,-72.822731,-3.270333,177.587311,2,2
15.54,871.974976,-154.030243,457.384613,-72.193459,-3.214222,177.697464,2,2
15.552,873.348572,-159.373474,455.935913,-71.578629,-3.159043,177.805695,2,2
15.564,874.749573,-164.574402,454.512543,-70.978241,-3.104825,177.912003,2,2
15.576,876.173645,-169.633621,453.115326,-70.392281,-3.051598,178.016327,2,2
15.588,877.616455,-174.551819,451.744965,-69.820755,-2.999388,178.118622,2,2
15.6,879.073914,-179.329727,450.40213,-69.263641,-2.948221,178.218872,2,2
15.612,880.541992,-183.968109,449.087494,-68.72094,-2.898122,178.317017,2,2
15.624,882.016724,-188.467804,447.801666,-68.192657,-2.849113,178.41304,2,2
15.636,883.494324,-192.829666,446.545288,-67.678772,-2.801216,178.506882,2,2
15.648,884.971191,-197.054565,445.318878,-67.179283,-2.754453,178.598541,2,2
15.66,886.443665,-201.143478,444.122955,-66.694199,-2.708843,178.687958,2,2
15.672,887.908325,-205.097305,442.958069,-66.223495,-2.664406,178.775101,2,2
15.684,889.361877,-208.917053,441.824677,-65.767181,-2.621158,178.859955,2,2
15.696,890.801147,-212.603683,440.723236,-65.325249,-2.579118,178.942474,2,2
15.708,892.222961,-216.158218,439.654144,-64.897697,-2.538301,179.022629,2,2
15.72,893.624329,-219.58165,438.617828,-64.484512,-2.498723,179.100388,2,2
15.732,895.002441,-222.875,437.614624,-64.085709,-2.460398,179.17572,2,2
15.744,896.354553,-226.039276,436.644958,-63.701263,-2.423341,179.248611,2,2
15.756,897.677917,-229.075485,435.709076,-63.331188,-2.387565,179.319016,2,2
15.768,898.970093,-231.984619,434.807343,-62.975475,-2.353081,179.386917,2,2
15.78,900.228577,-234.76767,433.940033,-62.634117,-2.319903,179.452286,2,2
15.792,901.45105,-237.425629,433.107422,-62.307121,-2.288041,179.515106,2,2
15.804,902.635376,-239.959427,432.309784,-61.994476,-2.257506,179.575348,2,2
15.816,903.779358,-242.37001,431.547302,-61.696186,-2.228307,179.63298,2,2
15.828,904.881042,-244.658295,430.820221,-61.412243,-2.200455,179.687988,2,2
15.84,905.938477,-246.825165,430.128784,-61.142651,-2.173959,179.740356,2,2
15.852,906.949951,-248.87149,429.473114,-60.887405,-2.148826,179.790054,2,2
15.864,907.913635,-250.798065,428.853424,-60.646507,-2.125064,179.837067,2,2
15.876,908.828064,-252.605713,428.269867,-60.419952,-2.102681,179.881378,2,2
15.888,909.691711,-254.295181,427.722565,-60.207737,-2.081683,179.922958,2,2
15.9,910.503113,-255.867172,427.2117,-60.009869,-2.062077,179.961807,2,2
15.912,911.261047,-257.322388,426.737396,-59.826336,-2.043869,179.99791,2,2
15.924,911.964233,-258.661438,426.299713,-59.657146,-2.027063,-179.96875,2,2
15.936,912.611633,-259.884949,425.898773,-59.502293,-2.011665,-179.938202,2,2
15.948,913.202271,-260.993408,425.534698,-59.361782,-1.997679,-179.910446,2,2
15.96,913.735107,-261.987396,425.20755,-59.235603,-1.985109,-179.885483,2,2
15.972,914.209473,-262.86731,424.917389,-59.123764,-1.973959,-179.863327,2,2
15.984,914.624512,-263.633575,424.664307,-59.02626,-1.964231,-179.843994,2,2
15.996,914.979675,-264.28653,424.448303,-58.943092,-1.955929,-179.827499,2,2
16.008,915.274414,-264.826508,424.269501,-58.87426,-1.949054,-179.813828,2,2
16.02,915.508423,-265.254028,424.127777,-58.819729,-1.943605,-179.802994,2,2
16.032,915.686646,-265.578766,424.02005,-58.778278,-1.93946,-179.794769,2,2
16.044,915.816528,-265.81488,423.94165,-58.748123,-1.936438,-179.788773,2,2
16.056,915.905579,-265.976532,423.88797,-58.727467,-1.934365,-179.784668,2,2
16.068,915.961548,-266.077789,423.854309,-58.714516,-1.933061,-179.782089,2,2
16.08,915.991943,-266.132782,423.83606,-58.707481,-1.932352,-179.780685,2,2
16.092,916.004517,-266.155518,423.828491,-58.704575,-1.932058,-179.780106,2,2
16.104,916.007019,-266.160004,423.826996,-58.703999,-1.932,-179.779999,2,2
16.116,916.007019,-266.160004,423.826996,-58.703999,-1.932,-179.779999,2,2
16.128,916.007019,-266.160004,423.826996,-58.703999,-1.932,-179.779999,2,2
16.14,916.007019,-266.160004,423.826996,-58.703999,-1.932,-179.779999,2,2
16.152,916.007019,-266.160004,423.826996,-58.703999,-1.932,-179.779999,2,2
16.164,916.007019,-266.160004,423.826996,-58.703999,-1.932,-179.779999,2,2
16.176,916.007019,-266.160004,423.826996,-58.703999,-1.932,-179.779999,2,2
16.188,916.002502,-266.151917,423.828278,-58.704895,-1.931923,-179.780029,2,2
16.2,915.984558,-266.119537,423.833405,-58.708485,-1.931613,-179.780182,2,2
16.212,915.944214,-266.046722,423.84494,-58.71656,-1.930916,-179.780487,2,2
16.224,915.872437,-265.917206,423.865479,-58.730915,-1.929675,-179.781067,2,2
16.236,915.760315,-265.714844,423.897552,-58.753342,-1.927735,-179.781952,2,2
16.248,915.598877,-265.423401,423.943787,-58.785641,-1.92494,-179.783218,2,2
16.26,915.379272,-265.026642,424.006714,-58.829601,-1.921133,-179.784958,2,2
16.272,915.092407,-264.508453,424.088898,-58.88702,-1.916158,-179.787231,2,2
16.284,914.733765,-263.860718,424.191681,-58.958794,-1.909936,-179.79007,2,2
16.296,914.303467,-263.083405,424.314972,-59.044918,-1.902466,-179.793503,2,2
16.308,913.801453,-262.176575,424.458832,-59.145397,-1.893746,-179.797501,2,2
16.32,913.227722,-261.140167,424.62326,-59.260227,-1.883773,-179.802109,2,2
16.332,912.582275,-259.974213,424.808197,-59.389412,-1.872544,-179.807312,2,2
16.344,911.865051,-258.678711,425.013733,-59.532948,-1.860057,-179.81311,2,2
16.356,911.076172,-257.253662,425.239777,-59.690838,-1.846307,-179.819534,2,2
16.368,910.215576,-255.699051,425.48642,-59.863075,-1.831292,-179.826584,2,2
16.38,909.283264,-254.014893,425.753571,-60.049664,-1.815006,-179.834274,2,2
16.392,908.279175,-252.201157,426.04129,-60.250599,-1.797446,-179.842621,2,2
16.404,907.20343,-250.257889,426.349579,-60.465885,-1.778608,-179.851624,2,2
16.416,906.055908,-248.185043,426.678375,-60.695518,-1.758486,-179.861298,2,2
16.428,904.836731,-245.982651,427.027771,-60.939499,-1.737075,-179.871674,2,2
16.44,903.545776,-243.650681,427.397705,-61.197826,-1.714371,-179.882751,2,2
16.452,902.183167,-241.189163,427.788177,-61.470497,-1.690368,-179.894562,2,2
16.464,900.748779,-238.598083,428.199188,-61.757511,-1.66506,-179.90712,2,2
16.476,899.242737,-235.877426,428.630768,-62.058868,-1.638442,-179.920441,2,2
16.488,897.664917,-233.027222,429.082916,-62.374565,-1.610508,-179.93454,2,2
16.5,896.015442,-230.04744,429.555603,-62.704605,-1.581253,-179.949448,2,2
16.512,894.294189,-226.938095,430.048828,-63.048985,-1.55067,-179.965179,2,2
16.524,892.501221,-223.699173,430.562622,-63.407703,-1.518754,-179.98175,2,2
16.536,890.636597,-220.330688,431.096954,-63.780762,-1.485498,-179.999207,2,2
16.548,888.700195,-216.832642,431.651825,-64.168152,-1.450898,179.982437,2,2
16.56,886.692078,-213.205017,432.227264,-64.569885,-1.414946,179.96315,2,2
16.572,884.612244,-209.447815,432.823242,-64.985947,-1.377638,179.942917,2,2
